Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Constituency,Beds,Open 24 Hours,Open Weekends,Operational Status
13876,Nyagoto Dispensary,Nyanza,Kisii,Marani,Marani,Dispensary,Ministry of Health,KITUTU CHACHE,0,N,N,Operational
13873,Nyagowa Elck Dispensary,Nyanza,Homa Bay,Rachuonyo South,Kasipul,Dispensary,Other Faith Based,KASIPUL/KABONDO,0,N,N,Operational
13877,Nyaguda Dispensary,Nyanza,Siaya,Bondo,Nyang'oma,Dispensary,Ministry of Health,BONDO,2,N,N,Operational
13878,Nyaguta Dispensary,Nyanza,Kisii,Kisii Central,Kiogoro,Dispensary,Ministry of Health,NYARIBARI CHACHE,0,N,N,Operational
13879,Nyagwethe Dispensary,Nyanza,Homa Bay,Suba,Gwassi,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,GWASI,0,N,N,Operational
13880,Nyahera Sub District Hospital,Nyanza,Kisumu,Kisumu East,Winam,Sub-District Hospital,Ministry of Health,KISUMU TOWN WEST,16,N,N,Operational
10889,Nyahururu Catholic Dispensary,Central,Nyandarua,Nyandarua North,Municipality,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,LAIKIPIA WEST,0,N,N,Operational
10890,Nyahururu District Hospital,Central,Nyandarua,Nyandarua North,Nyahururu,District Hospital,Ministry of Health,LAIKIPIA WEST,142,Y,Y,Operational
10891,Nyahururu Private Hospital,Central,Nyandarua,Nyandarua North,Nyahururu,Other Hospital,Private Enterprise (Institution),LAIKIPIA WEST,29,Y,Y,Operational
20142,Nyaiguta Dispensary,Nyanza,Nyamira,North Masaba,Gesima,Dispensary,Ministry of Health,KITUTU MASABA,3,N/A,N/A,Pending Opening
16666,Nyaitara Dispensary,Nyanza,Migori,Kuria East,Kegonga,Dispensary,Ministry of Health,KURIA,0,N,N,Not-Operational
13881,Nyakach (AIC) Dispensary,Nyanza,Kisumu,Nyakach,Upper Nyakach,Dispensary,Christian Health Association of Kenya,NYANDO,4,N,N,Operational
10892,Nyakahuho Dispensary,Central,Nyeri,Mukurweini,Mukurweini,Dispensary,Ministry of Health,MUKURWEINI,0,N,N,Operational
13882,Nyakegogi Dispensary,Nyanza,Kisii,Sameta,Sameta,Dispensary,Ministry of Health,BOBASI,0,N,N,Operational
15370,Nyakiambi Dispensary,Rift Valley,Nakuru,Molo,Elburgon,Dispensary,Ministry of Health,MOLO,0,N,N,Operational
10893,Nyakianga Health Centre,Central,Murang'a,Mathioya,Mathioya,Health Centre,Ministry of Health,MATHIOYA,0,N,N,Operational
13884,Nyakongo Dispensary,Nyanza,Kisumu,Nyando,Nyando,Dispensary,Ministry of Health,NYANDO,3,N,Y,Operational
13885,Nyakuru Dispensary,Nyanza,Migori,Awendo,Awendo,Dispensary,Ministry of Health,RONGO,6,N,N,Operational
16275,Nyakurungoto Dispensary,Nyanza,Migori,Nyatike,Nyatike,Dispensary,Ministry of Health,NYATIKE,0,N,N,Not-Operational
16732,Nyakwala Dispensary,Rift Valley,Baringo,East Pokot,Nginyang,Dispensary,Community,BARINGO EAST,0,N,N,Pending Opening
13886,Nyakwana Dispensary,Nyanza,Kisii,Kisii Central,Kiogoro,Dispensary,Ministry of Health,NYARIBARI CHACHE,0,N,N,Operational
18420,Nyakweri Dispensary,Nyanza,Homa Bay,Mbita,Mfangano,Dispensary,Ministry of Health,MBITA,0,N,N,Operational
19499,Nyalego Medical Clinic,Nairobi,Nairobi,Dagoretti,Kawagware,Dispensary,Private Practice - Nurse / Midwife,DAGORETI,0,N,Y,Operational
13887,Nyalenda Health Centre,Nyanza,Kisumu,Kisumu East,Winam,Health Centre,Local Authority,KISUMU TOWN EAST,0,N,N,Operational
13888,Nyalenda Nursing Home,Nyanza,Homa Bay,Rachuonyo South,Kasipul,Nursing Home,Private Practice - General Practitioner,KASIPUL/KABONDO,10,Y,Y,Operational
13889,Nyalgosi Dispensary,Nyanza,Homa Bay,Rachuonyo South,Kasipul,Dispensary,Ministry of Health,KARACHUONYO,0,N,N,Operational
11722,Nyali Barracks Dispensary,Coast,Mombasa,Kisauni,Kisauni,Dispensary,Armed Forces,KISAUNI,0,Y,Y,Operational
16543,Nyali Children Hospital,Coast,Mombasa,Kisauni,Kisauni,Other Hospital,Private Enterprise (Institution),KISAUNI,32,Y,Y,Operational
19065,Nyali Childrens Hospital,Coast,Mombasa,Likoni,Likoni,Health Centre,Private Practice - General Practitioner,LIKONI,4,Y,Y,Operational
15371,Nyalilbuch Dispensary,Rift Valley,Kericho,Kericho,Soin,Dispensary,Community,AINAMOI,0,N,N,Not-Operational
16986,Nyalkinyi (Jersey) Dispensary,Nyanza,Homa Bay,Homa Bay,Asego,Dispensary,Ministry of Health,RANGWE,8,N,N,Operational
13890,Nyalunya Dispensary,Nyanza,Kisumu,Kisumu East,Winam,Dispensary,Ministry of Health,KISUMU TOWN EAST,4,N,N,Operational
13891,Nyamache District Hospital,Nyanza,Kisii,Nyamache,Nyamache,District Hospital,Ministry of Health,BOBASI,40,Y,Y,Operational
16265,Nyamagesa Dispensary,Nyanza,Nyamira,Masaba South,Kiamokama,Dispensary,Ministry of Health,NYARIBARI MASABA,2,N,N,Operational
16878,Nyamagiri Dispensary,Nyanza,Kisii,Kisii South,Igonga,Dispensary,Ministry of Health,BONCHARI,0,N,N,Operational
13892,Nyamagundo Health Centre,Nyanza,Kisii,Kisii South,Igonga,Dispensary,Ministry of Health,BONCHARI,0,N,N,Operational
13893,Nyamagwa Health Centre,Nyanza,Kisii,Sameta,Sameta,Health Centre,Ministry of Health,BOBASI,44,N,N,Operational
13894,Nyamaiya Health Centre,Nyanza,Nyamira,Nyamira,Nyamaiya,Health Centre,Ministry of Health,WEST MUGIRANGO,6,N,N,Operational
13895,Nyamakoroto Dispensary,Nyanza,Nyamira,North Masaba,Gesima,Dispensary,Christian Health Association of Kenya,KITUTU MASABA,2,N,N,Operational
15372,Nyamamithi Dispensary,Rift Valley,Nakuru,Rongai,Mbogoine,Dispensary,Ministry of Health,RONGAI,0,N,N,Operational
13896,Nyamanga Dispensary,Nyanza,Migori,Nyatike,Karungu,Dispensary,Ministry of Health,NYATIKE,0,N,N,Operational
13897,Nyamaraga Dispensary,Nyanza,Migori,Migori,Suba West,Health Centre,Ministry of Health,MIGORI,2,N,N,Operational
13898,Nyamaranya Dispensary,Nyanza,Migori,Kuria West,Kehancha,Dispensary,Ministry of Health,KURIA,0,N,N,Operational
13899,Nyamarimba Dispensary,Nyanza,Kisumu,Nyakach,Upper Nyakach,Dispensary,Ministry of Health,NYAKACH,0,N,N,Operational
13900,Nyamasare Dispensary,Nyanza,Migori,Uriri,Uriri,Dispensary,Ministry of Health,URIRI,5,N,N,Operational
13901,Nyamasege Dispensary,Nyanza,Kisii,Gucha,Ogembo,Dispensary,Ministry of Health,BOMACHOGE,0,N,N,Not-Operational
13902,Nyamasi Dispensary,Nyanza,Homa Bay,Homa Bay,Asego,Dispensary,Ministry of Health,RANGWE,0,N,N,Operational
13903,Nyamasibi Health Centre,Nyanza,Nyamira,Masaba South,Masaba,Dispensary,Ministry of Health,NYARIBARI MASABA,1,Y,Y,Operational
15373,Nyamathi Dispensary,Rift Valley,Nakuru,Naivasha,Naivasha,Dispensary,Ministry of Health,NAIVASHA,0,N,N,Operational
18295,Nyamatwoni Dispensary,Nyanza,Kisii,Kisii South,Igonga,Dispensary,Ministry of Health,BONCHARI,0,N/A,N/A,Pending Opening
19867,Nyambare Dispensary,Nyanza,Homa Bay,Homa Bay,Rangwe,Dispensary,Ministry of Health,RANGWE,2,N,N,Operational
13904,Nyambare Health Centre,Nyanza,Siaya,Siaya,Uranga,Health Centre,Christian Health Association of Kenya,ALEGO,0,N,N,Operational
13905,Nyambari Geke Dispensary,Nyanza,Nyamira,Manga,Magombo,Dispensary,Ministry of Health,KITUTU MASABA,1,N,N,Operational
12684,Nyambene District Hospital,Eastern,Meru,Igembe South,Igembe C,District Hospital,Ministry of Health,IGEMBE,40,N,N,Operational
18925,Nyambene Medical & Surgical Centre,Eastern,Meru,Igembe South,Kangeta,Medical Clinic,Private Practice - Clinical Officer,IGEMBE,0,N,Y,Operational
12685,Nyambene Nursing Home,Eastern,Meru,Igembe South,Igembe C,Nursing Home,Private Enterprise (Institution),IGEMBE,15,N,N,Operational
13906,Nyambunwa Medical Clinic,Nyanza,Kisii,Kisii South,Suneka,Medical Clinic,Private Enterprise (Institution),BONCHARI,0,N,N,Operational
13907,Nyamekongoroto Health Centre,Nyanza,Migori,Kuria West,Masaba,Health Centre,Ministry of Health,KURIA,0,N,N,Operational
13908,Nyamemiso Dispensary,Nyanza,Kisii,Kisii Central,Kiogoro,Dispensary,Ministry of Health,NYARIBARI CHACHE,0,N,N,Operational
13909,Nyametaburo Health Centre,Nyanza,Migori,Kuria West,Isebania,Health Centre,Ministry of Health,KURIA,6,Y,Y,Operational
13910,Nyametembe Dispensary,Nyanza,Migori,Kuria East,Ntimaru,Dispensary,Ministry of Health,KURIA,2,N,N,Operational
13911,Nyamira Adventist Health Centre,Nyanza,Nyamira,Nyamira,Nyamira,Health Centre,Christian Health Association of Kenya,WEST MUGIRANGO,4,N,N,Operational
13912,Nyamira District Hospital,Nyanza,Nyamira,Nyamira,Nyamira,District Hospital,Ministry of Health,WEST MUGIRANGO,203,Y,Y,Operational
13913,Nyamira Maternity and Nursing Home,Nyanza,Nyamira,Nyamira,Nyamira,Nursing Home,Private Enterprise (Institution),WEST MUGIRANGO,44,Y,Y,Operational
18342,Nyamira Royal Clinic,Nyanza,Nyamira,Nyamira,Nyamira,Medical Clinic,Private Practice - Nurse / Midwife,WEST MUGIRANGO,6,N,Y,Operational
13983,Nyamogonchoro Dispensary,Nyanza,Kisii,South Gucha,Etago,Dispensary,Ministry of Health,SOUTH MUGIRANGO,0,N,N,Operational
20133,Nyamokenye Health Centre,Nyanza,Kisii,Nyamache,Kenyerere,Health Centre,Ministry of Health,BOBASI,0,Y,Y,Operational
13914,Nyamonye Mission Dispensary,Nyanza,Siaya,Bondo,Usigu,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,BONDO,2,N,N,Operational
13915,Nyamrisra Health Centre,Nyanza,Homa Bay,Suba,Central,Health Centre,Ministry of Health,GWASI,1,N,N,Operational
13916,Nyamusi Sub-District Hospital,Nyanza,Nyamira,Nyamira North,Nyamusi,Sub-District Hospital,Ministry of Health,NORTH MUGIRANGO,50,N,N,Operational
13917,Nyanchonori Dispensary,Nyanza,Nyamira,North Masaba,Rigoma,Dispensary,Ministry of Health,KITUTU MASABA,1,N,N,Operational
13918,Nyanchwa Dispensary,Nyanza,Kisii,Kisii Central,Municipality,Dispensary,Christian Health Association of Kenya,NYARIBARI CHACHE,0,N,N,Operational
13919,Nyandago Koweru Dispensary,Nyanza,Migori,Nyatike,Nyatike,Dispensary,Ministry of Health,NYATIKE,0,N,N,Operational
16877,Nyandiwa Baptist Dispensary,Nyanza,Homa Bay,Rachuonyo South,Kabondo,Dispensary,Christian Health Association of Kenya,KASIPUL/KABONDO,9,N,N,Operational
13920,Nyandiwa Dispensary,Nyanza,Homa Bay,Suba,Gwassi,Dispensary,Ministry of Health,GWASI,0,N,N,Operational
13921,Nyando District Hospital,Nyanza,Kisumu,Nyakach,Lower Nyakach,District Hospital,Ministry of Health,NYAKACH,20,Y,Y,Operational
13922,Nyandoche Ibere Dispensary,Nyanza,Nyamira,Borabu,Mekenene,Dispensary,Ministry of Health,NORTH MUGIRANGO,1,N,N,Operational
17264,Nyanduma Dispensary,Central,Kiambu,Lari,Gatamaiyu,Dispensary,Community Development Fund,LARI,0,N/A,N/A,Pending Opening
18786,Nyandusi,Nyanza,Siaya,Bondo,Maranda,Maternity Home,Private Practice - Nurse / Midwife,BONDO,30,Y,Y,Operational
13923,Nyangande Dispensary,Nyanza,Kisumu,Kisumu East,Kadibo,Dispensary,Ministry of Health,KISUMU TOWN EAST,16,N,N,Operational
13925,Nyangena Hospital,Nyanza,Kisii,Kisii Central,Municipality,Other Hospital,Private Enterprise (Institution),KITUTU CHACHE,150,Y,Y,Operational
13924,Nyangena Sub District Hospital (Manga),Nyanza,Nyamira,Manga,Kemera,Sub-District Hospital,Ministry of Health,KITUTU MASABA,6,N,N,Operational
13926,Nyangiela Dispensary,Nyanza,Homa Bay,Rachuonyo South,Kasipul,Health Centre,Ministry of Health,KASIPUL/KABONDO,0,N,N,Operational
17832,Nyangiti Health Centre,Central,Murang'a,Mathioya,Mathioya,Health Centre,Ministry of Health,MATHIOYA,0,N,N,Operational
17646,Nyango Medical Clinic,Coast,Kwale,Kinango,Samburu,Dispensary,Non-Governmental Organizations,KINANGO,5,N,N,Operational
13927,Nyangoge Health Centre,Nyanza,Migori,Kuria West,Masaba,Health Centre,Ministry of Health,KURIA,10,N,N,Operational
13928,Nyang'oma Health Centre,Nyanza,Kisumu,Muhoroni,Miwani,Health Centre,Ministry of Health,MUHORONI,2,N,Y,Operational
13929,Nyang'oma Mission Health Centre,Nyanza,Siaya,Bondo,Nyang'oma,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,BONDO,20,N,N,Operational
16082,Nyang'ori Health Centre,Western,Vihiga,Hamisi,Tambua,Health Centre,Other Faith Based,HAMISI,7,N,N,Not-Operational
13930,Nyangu Dispensary,Nyanza,Siaya,Ugenya,Ukwala,Dispensary,Ministry of Health,UGENYA,,N,N,Operational
16988,Nyangweta Health Centre,Nyanza,Nyamira,Nyamira,Nyamira,Health Centre,Ministry of Health,WEST MUGIRANGO,4,N,N,Operational
13931,Nyanko Dispensary,Nyanza,Kisii,Kisii Central,Kiogoro,Dispensary,Ministry of Health,NYARIBARI CHACHE,0,N,N,Operational
13932,Nyankono Dispensary,Nyanza,Nyamira,Borabu,Kiengeni,Dispensary,Ministry of Health,NORTH MUGIRANGO,1,N,N,Operational
16990,Nyansabakwa Health Centre,Nyanza,Nyamira,Nyamira,Nyamaiya,Health Centre,Ministry of Health,WEST MUGIRANGO,2,N/A,N/A,Not-Operational
13933,Nyansakia Health Centre,Nyanza,Kisii,Sameta,Sameta,Health Centre,Ministry of Health,BOBASI,0,N,N,Operational
13934,Nyansancha Dispensary,Nyanza,Kisii,Kisii Central,Kiogoro,Dispensary,Ministry of Health,NYARIBARI CHACHE,0,N,N,Operational
13935,Nyansangio Dispensary,Nyanza,Nyamira,Nyamira,Nyamaiya,Dispensary,Ministry of Health,WEST MUGIRANGO,0,N,N,Operational
13937,Nyansiongo Nursing Home,Nyanza,Nyamira,Borabu,Nyansiongo,Nursing Home,Private Enterprise (Institution),NORTH MUGIRANGO,38,Y,Y,Operational
13938,Nyansira Dispensary,Nyanza,Kisii,Kisii Central,Keumbu,Dispensary,Ministry of Health,NYARIBARI CHACHE,0,N,N,Operational
18446,Nyanturago Health Centre,Nyanza,Nyamira,Nyamira,Nyamira,Health Centre,Ministry of Health,WEST MUGIRANGO,4,N,N,Operational
13939,Nyanza Provincial General Hospital (PGH),Nyanza,Kisumu,Kisumu East,Winam,Provincial General Hospital,Ministry of Health,KISUMU TOWN EAST,457,Y,Y,Operational
16876,Nyaoga Community Dispensary,Nyanza,Homa Bay,Rachuonyo North,West Karachuonyo,Dispensary,Non-Governmental Organizations,KARACHUONYO,2,N,N,Operational
17714,Nyaore Dispensary,Nyanza,Kisii,Kisii Central,Mosocho,Dispensary,Ministry of Health,KITUTU CHACHE,0,N,N,Operational
17082,Nyaporo Dispensary,Western,Kakamega,Mumias,East Wanga,Dispensary,Ministry of Health,MUMIAS,4,Y,N,Operational
18862,Nyara Tea Estate Dispensary,Central,Kiambu,Limuru,Limuru,Dispensary,Private Practice - Nurse / Midwife,LIMURU,0,N,Y,Operational
17738,Nyarami VCT,Nyanza,Migori,Migori,Suba East,Medical Clinic,Non-Governmental Organizations,MIGORI,2,N,N,Operational
10894,Nyaribo Dispensary,Central,Nyeri,Nyeri Central,Municipality,Dispensary,Ministry of Health,NYERI TOWN,0,N,N,Operational
13940,Nyarongi Dispensary,Nyanza,Migori,Migori,Suba East,Dispensary,Ministry of Health,MIGORI,0,N,N,Operational
16083,Nyarotis Clinic,Western,Kakamega,Likuyani,Likuyani,Medical Clinic,Private Enterprise (Institution),LUGARI,0,N,N,Operational
15374,Nyaru Dispensary,Rift Valley,Elgeyo Marakwet,Keiyo South,Chepkorio,Dispensary,Ministry of Health,KEIYO SOUTH,0,N,N,Operational
19860,Nyarut Health Centre,Nyanza,Homa Bay,Homa Bay,Rangwe,Health Centre,Ministry of Health,RANGWE,12,Y,Y,Operational
13941,Nyasese Dispensary,Nyanza,Migori,Kuria West,Isebania,Dispensary,Ministry of Health,KURIA,0,N,N,Operational
13942,Nyasike Dispensary,Nyanza,Nyamira,Masaba South,Masaba,Dispensary,Ministry of Health,NYARIBARI MASABA,2,N,N,Operational
20075,Nyasoko Dispensary,Nyanza,Migori,Uriri,Oyani,Dispensary,Ministry of Health,URIRI,2,N/A,N/A,Operational
13943,Nyasore Dispensary,Nyanza,Kisii,Marani,Marani,Dispensary,Christian Health Association of Kenya,KITUTU CHACHE,0,N,N,Operational
13944,Nyathengo Dispensary,Nyanza,Siaya,Siaya,Karemo,Dispensary,Ministry of Health,ALEGO,,N,N,Operational
10895,Nyathuna Sub District Hospital,Central,Kiambu,Kikuyu,Kikuyu,Sub-District Hospital,Ministry of Health,KABETE,10,Y,Y,Operational
13945,Nyatike Health Centre,Nyanza,Kisii,South Gucha,Tabaka,Health Centre,Ministry of Health,SOUTH MUGIRANGO,10,Y,Y,Operational
13946,Nyatoto Health Centre,Nyanza,Homa Bay,Suba,Central,Health Centre,Ministry of Health,GWASI,6,Y,Y,Operational
16735,Nyaunyau Dispensary,Rift Valley,Baringo,East Pokot,Mondi,Dispensary,Community,BARINGO EAST,0,N,N,Pending Opening
18051,Nyawango Dispensary,Nyanza,Homa Bay,Rachuonyo South,Kasipul,Dispensary,Ministry of Health,KASIPUL/KABONDO,0,N,N,Operational
13947,Nyawara Health Centre,Nyanza,Siaya,Gem,Yala,Health Centre,Ministry of Health,GEM,,N,N,Operational
19863,Nyawawa Dispensary,Nyanza,Homa Bay,Homa Bay,Rangwe,Dispensary,Ministry of Health,RANGWE,2,N,N,Operational
18225,Nyaweri Deaf VCT,Nyanza,Kisumu,Kisumu East,Winam,VCT Centre (Stand-Alone),Non-Governmental Organizations,KISUMU TOWN EAST,0,N,N,Operational
19864,Nyawita Dispensary,Nyanza,Homa Bay,Homa Bay,Rangwe,Dispensary,Ministry of Health,RANGWE,2,N,N,Operational
20038,Nyayiera Dispensary,Nyanza,Siaya,Rarieda,Rarieda,Dispensary,Ministry of Health,RARIEDA,0,N,N,Operational
13948,Nyenye Misori Dispensary,Nyanza,Siaya,Bondo,Usigu,Dispensary,Ministry of Health,BONDO,0,N,N,Operational
10896,Nyeri (Islamic Foundation) Clinic,Central,Nyeri,Nyeri Central,Municipality,Dispensary,Supreme Council for Kenya Muslims,NYERI TOWN,0,N,N,Not-Operational
10897,Nyeri Dental Clinic,Central,Nyeri,Nyeri Central,Municipality,Dental Clinic,Private Enterprise (Institution),NYERI TOWN,0,N,N,Operational
19773,Nyeri Endoscopy & Surgicare Centre,Central,Nyeri,Nyeri Central,,Medical Clinic,Private Practice - Medical Specialist,NYERI TOWN,0,N,Y,Operational
19768,Nyeri Good Shepherd Primary Clinic,Central,Nyeri,Nyeri Central,,Medical Clinic,Private Enterprise (Institution),NYERI TOWN,0,N,N,Operational
10898,Nyeri Health Care X Ray Clinic,Central,Nyeri,Nyeri Central,Municipality,Radiology Unit,Private Enterprise (Institution),NYERI TOWN,0,N,N,Operational
10899,Nyeri High School Clinic,Central,Nyeri,Nyeri Central,Municipality,Dispensary,Academic (if registered),NYERI TOWN,0,N,N,Operational
19767,Nyeri High School Dispensary,Central,Nyeri,Nyeri Central,,Medical Clinic,Academic (if registered),NYERI TOWN,0,N,N,Operational
17002,Nyeri Hill (PCEA) Dispensary,Central,Nyeri,Tetu,Tetu,Dispensary,Christian Health Association of Kenya,TETU,0,N/A,N/A,Unknown
10900,Nyeri Hospice,Central,Nyeri,Nyeri Central,Municipality,Medical Clinic,Non-Governmental Organizations,NYERI TOWN,0,N,N,Operational
10901,Nyeri Medical Clinic,Central,Nyeri,Nyeri Central,Municipality,Medical Clinic,Private Practice - Medical Specialist,NYERI TOWN,0,N,N,Operational
19784,Nyeri Primary School Dispensary,Central,Nyeri,Nyeri Central,,Dispensary,Academic (if registered),NYERI TOWN,0,N,N,Operational
10903,Nyeri Provincial General Hospital (PGH),Central,Nyeri,Nyeri Central,Municipality,Provincial General Hospital,Ministry of Health,NYERI TOWN,323,Y,Y,Operational
10904,Nyeri Surgical Care Centre,Central,Nyeri,Nyeri Central,Municipality,Medical Clinic,Private Practice - Medical Specialist,NYERI TOWN,0,N,N,Operational
19763,Nyeri Technical Dispensary,Central,Nyeri,Nyeri Central,MUNICIPALITY,Dispensary,Academic (if registered),NYERI TOWN,0,N,N,Operational
10905,Nyeri Town Health Centre,Central,Nyeri,Nyeri Central,Municipality,Health Centre,Ministry of Health,NYERI TOWN,0,N,N,Operational
10906,Nyeri Youth Heath Centre (Family Health Options Ke,Central,Nyeri,Nyeri Central,Municipality,VCT Centre (Stand-Alone),Non-Governmental Organizations,NYERI TOWN,0,N,Y,Operational
18052,Nyikendo Medical Clinic,Nyanza,Migori,Migori,Suba East,Medical Clinic,Private Enterprise (Institution),MIGORI,2,Y,Y,Operational
17349,Nyimbei Dispensary,Rift Valley,Baringo,Marigat,Mochongoi,Dispensary,Ministry of Health,BARINGO CENTRAL,0,N,N,Not-Operational
13129,Nyina Wa Mumbi Dispensary,Nairobi,Nairobi,Dagoretti,Dagoretti,Dispensary,Other Faith Based,DAGORETI,0,N,N,Operational
18523,Nyongores Dispensary,Rift Valley,Bomet,Bomet,Bomet Central,Dispensary,Ministry of Health,BOMET,0,N,N,Operational
15375,Nyonjoro Maternity Home,Rift Valley,Nakuru,Nakuru North,Dundori,Maternity Home,Private Enterprise (Institution),SUBUKIA,6,N,N,Operational
15376,Nyonjoro Medical Clinic (Nakuru),Rift Valley,Nakuru,Nakuru,Municipality,Medical Clinic,Private Practice - Nurse / Midwife,NAKURU TOWN,0,N,Y,Operational
19191,Nyota Njema Medical Clinic,Eastern,Meru,Igembe North,Ndoleli,Medical Clinic,Private Practice - Nurse / Midwife,NTONYIRI,0,N,Y,Operational
10816,Nys (National Youth Service) Dispensary Yatta,Eastern,Machakos,Yatta,Yatta,Dispensary,Ministry of Health,YATTA,0,N,N,Operational
15377,Nys Dispensary (Gilgil),Rift Valley,Nakuru,Gilgil,Gilgil,Dispensary,Ministry of Health,NAIVASHA,0,N,N,Operational
15378,Nys Dispensary (Keiyo),Rift Valley,Elgeyo Marakwet,Keiyo South,Soy,Dispensary,Ministry of Health,KEIYO SOUTH,0,N,N,Operational
11723,Nys Dispensary (Kilindini),Coast,Mombasa,Likoni,Longo,Dispensary,Ministry of Health,LIKONI,0,Y,Y,Operational
15379,Nys Dispensary (Kirimun),Rift Valley,Samburu,Samburu Central,Lorroki,Dispensary,Ministry of Health,SAMBURU WEST,0,N,N,Operational
12686,Nys Dispensary (Mavoloni),Eastern,Machakos,Yatta,Yatta,Dispensary,Ministry of Health,YATTA,3,N,N,Operational
13949,Nys Dispensary (Suba),Nyanza,Homa Bay,Suba,Central,Dispensary,Other Public Institution,GWASI,0,N,N,Not-Operational
15380,Nys Karate Dispensary,Rift Valley,Nakuru,Naivasha,Naivasha,Dispensary,Ministry of Health,NAIVASHA,0,N,N,Operational
13131,Nyumbani Diagnostic Laboratory and Medical Clinic,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Non-Governmental Organizations,LANG'ATA,2,Y,Y,Operational
18199,Nyumbani Village Catholic Dispensary,Eastern,Kitui,Lower Yatta,Yatta,Dispensary,Christian Health Association of Kenya,KITUI WEST,0,N,N,Operational
12687,Nzaini Dispensary,Eastern,Machakos,Machakos,Kalama,Dispensary,Ministry of Health,MACHAKOS TOWN,4,N,N,Operational
16992,Nzangathi Dispensary,Eastern,Kitui,Nzambani,Chuluni,Dispensary,Ministry of Health,KITUI CENTRAL,1,N,N,Operational
12689,Nzatani Dispensary (Mwingi),Eastern,Kitui,Mwingi West,Migwani,Dispensary,Ministry of Health,MWINGI SOUTH,1,N,N,Operational
16929,Nzauni Dispensary,Eastern,Kitui,Mwingi West,Migwani,Dispensary,Ministry of Health,MWINGI SOUTH,0,N,N,Operational
12690,Nzawa Health Centre,Eastern,Kitui,Mwingi West,Migwani,Health Centre,Ministry of Health,MWINGI SOUTH,13,Y,Y,Operational
12691,Nzeluni Health Centre,Eastern,Kitui,Mwingi West,Migwani,Health Centre,Ministry of Health,MWINGI SOUTH,0,Y,Y,Operational
12692,Nzeveni Dispensary,Eastern,Makueni,Kibwezi,Mtito Andei,Health Centre,Ministry of Health,KIBWEZI,3,N,N,Operational
18566,Nzinia Dispensary,Eastern,Kitui,Kitui Central,Mutonguni,Dispensary,Ministry of Health,KITUI WEST,0,N/A,N/A,Pending Opening
12693,Nziu Health Centre,Eastern,Makueni,Makueni,Wote,Health Centre,Ministry of Health,MAKUENI,1,N,N,Operational
16084,Nzoia (ACK) Dispensary,Western,Kakamega,Likuyani,Likuyani,Dispensary,Christian Health Association of Kenya,LUGARI,0,N,N,Operational
15381,Nzoia Dispensary (Trans Nzoia East),Rift Valley,Trans Nzoia,Trans Nzoia East,Cherangany,Dispensary,Ministry of Health,CHERANGANI,0,N,N,Operational
16086,Nzoia Matete Dispensary,Western,Kakamega,Matete,Matete,Dispensary,Ministry of Health,LUGARI,0,N,N,Operational
18111,Nzoia Medical Centre,Western,Bungoma,Bungoma South,Kanduyi,Nursing Home,Private Practice - Unspecified,KANDUYI,16,Y,Y,Operational
16085,Nzoia Sugar Dispensary,Western,Bungoma,Bungoma South,Kanduyi,Dispensary,Company Medical Service,KANDUYI,0,N,N,Operational
12694,Nzoila Dispensary,Eastern,Makueni,Kibwezi,Mtito Andei,Dispensary,Ministry of Health,KIBWEZI,0,N,N,Operational
19626,Nzukini Dispensary,Eastern,Machakos,Masinga,Masinga,Dispensary,Ministry of Health,MASINGA,0,N,N,Operational
12695,Nzunguni Dispensary,Eastern,Kitui,Kitui Central,Central,Dispensary,Ministry of Health,KITUI CENTRAL,0,N,N,Operational
10907,Oaklands Estate Dispensary,Central,Kiambu,Ruiru,Ruiru,Dispensary,Company Medical Service,JUJA,0,N,N,Operational
16212,Oasis Diagnostic Laboratory,Eastern,Marsabit,Marsabit,Central,Laboratory (Stand-alone),Private Enterprise (Institution),SAKU,0,N,N,Operational
20051,Oasis Doctors Plaza Medical Centre,Nyanza,Migori,Migori,Suba Central,Medical Clinic,Private Practice - Medical Specialist,MIGORI,4,N,Y,Operational
18436,Oasis Medical Clinic,Nairobi,Nairobi,Njiru,Dandora,Medical Clinic,Private Practice - Unspecified,EMBAKASI,0,N,Y,Operational
17991,Oasis Mission Hospital,Central,Kiambu,Kikuyu,Kikuyu,Other Hospital,Other Faith Based,KABETE,7,Y,Y,Operational
13950,Obalwanda Dispensary,Nyanza,Homa Bay,Mbita,Mbita,Dispensary,Ministry of Health,MBITA,0,N,N,Operational
13951,Obanga Health Centre,Nyanza,Homa Bay,Suba,Gwassi,Health Centre,Ministry of Health,GWASI,0,N,N,Not-Operational
16087,Obekai Dispensary,Western,Busia,Teso South,Amukura,Dispensary,Ministry of Health,AMAGORO,0,N,N,Operational
13953,Ober Health Centre,Nyanza,Homa Bay,Rachuonyo South,Kasipul,Health Centre,Ministry of Health,KASIPUL/KABONDO,5,Y,Y,Operational
13952,Ober Kabuoch Dispensary,Nyanza,Homa Bay,Ndhiwa,Riana,Dispensary,Ministry of Health,NDHIWA,0,N,N,Operational
